MEDC_ID,MEDC_CD,MEDC_NAME,MEDC_COND,MEDC_CATG,MANF_BRND,EXEC_ID
388,1346,Medicament1346,Cond9,CategoryMed16,MarqueMed5,12345
389,1347,Medicament1347,Cond8,CategoryMed32,MarqueMed22,12345
390,1348,Medicament1348,Cond10,CategoryMed2,MarqueMed22,12345
391,1349,Medicament1349,Cond13,CategoryMed5,MarqueMed2,12345
392,135,Medicament135,Cond13,CategoryMed8,MarqueMed14,12345
393,1350,Medicament1350,Cond3,CategoryMed7,MarqueMed8,12345
394,1351,Medicament1351,Cond11,CategoryMed29,MarqueMed19,12345
395,1352,Medicament1352,Cond11,CategoryMed49,MarqueMed17,12345
396,1353,Medicament1353,Cond10,CategoryMed9,MarqueMed2,12345
397,1354,Medicament1354,Cond12,CategoryMed23,MarqueMed10,12345
398,1355,Medicament1355,Cond3,CategoryMed26,MarqueMed17,12345
399,1356,Medicament1356,Cond3,CategoryMed27,MarqueMed6,12345
400,1357,Medicament1357,Cond1,CategoryMed26,MarqueMed22,12345
401,1358,Medicament1358,Cond5,CategoryMed5,MarqueMed23,12345
402,1359,Medicament1359,Cond5,CategoryMed1,MarqueMed14,12345
403,136,Medicament136,Cond9,CategoryMed37,MarqueMed5,12345
404,1360,Medicament1360,Cond10,CategoryMed18,MarqueMed1,12345
405,1361,Medicament1361,Cond2,CategoryMed28,MarqueMed8,12345
406,1362,Medicament1362,Cond11,CategoryMed41,MarqueMed2,12345
407,1363,Medicament1363,Cond12,CategoryMed30,MarqueMed23,12345
408,1364,Medicament1364,Cond5,CategoryMed32,MarqueMed14,12345
409,1365,Medicament1365,Cond2,CategoryMed13,MarqueMed10,12345
410,1366,Medicament1366,Cond13,CategoryMed13,MarqueMed23,12345
411,1367,Medicament1367,Cond3,CategoryMed7,MarqueMed19,12345
412,1368,Medicament1368,Cond5,CategoryMed47,MarqueMed6,12345
413,1369,Medicament1369,Cond2,CategoryMed43,MarqueMed1,12345
414,137,Medicament137,Cond1,CategoryMed23,MarqueMed3,12345
415,1370,Medicament1370,Cond4,CategoryMed44,MarqueMed6,12345
416,1371,Medicament1371,Cond11,CategoryMed45,MarqueMed13,12345
417,1372,Medicament1372,Cond9,CategoryMed29,MarqueMed18,12345
418,1373,Medicament1373,Cond9,CategoryMed1,MarqueMed7,12345
419,1374,Medicament1374,Cond4,CategoryMed21,MarqueMed5,12345
420,1375,Medicament1375,Cond2,CategoryMed19,MarqueMed20,12345
421,1376,Medicament1376,Cond2,CategoryMed23,MarqueMed3,12345
422,1377,Medicament1377,Cond3,CategoryMed24,MarqueMed6,12345
423,1378,Medicament1378,Cond9,CategoryMed16,MarqueMed4,12345
424,1379,Medicament1379,Cond2,CategoryMed20,MarqueMed19,12345
425,138,Medicament138,Cond9,CategoryMed20,MarqueMed4,12345
426,1380,Medicament1380,Cond13,CategoryMed39,MarqueMed5,12345
427,1381,Medicament1381,Cond5,CategoryMed29,MarqueMed13,12345
428,1382,Medicament1382,Cond1,CategoryMed34,MarqueMed19,12345
429,1383,Medicament1383,Cond9,CategoryMed44,MarqueMed12,12345
430,1384,Medicament1384,Cond13,CategoryMed6,MarqueMed11,12345
431,1385,Medicament1385,Cond12,CategoryMed33,MarqueMed8,12345
432,1386,Medicament1386,Cond13,CategoryMed30,MarqueMed8,12345
433,1387,Medicament1387,Cond10,CategoryMed15,MarqueMed10,12345
434,1388,Medicament1388,Cond10,CategoryMed29,MarqueMed2,12345
435,1389,Medicament1389,Cond5,CategoryMed49,MarqueMed15,12345
436,139,Medicament139,Cond8,CategoryMed19,MarqueMed10,12345
437,1390,Medicament1390,Cond6,CategoryMed33,MarqueMed11,12345
438,1391,Medicament1391,Cond8,CategoryMed43,MarqueMed18,12345
439,1392,Medicament1392,Cond1,CategoryMed43,MarqueMed20,12345
440,1393,Medicament1393,Cond4,CategoryMed20,MarqueMed7,12345
441,1394,Medicament1394,Cond8,CategoryMed19,MarqueMed2,12345
442,1395,Medicament1395,Cond13,CategoryMed41,MarqueMed23,12345
443,1396,Medicament1396,Cond7,CategoryMed33,MarqueMed4,12345
444,1397,Medicament1397,Cond4,CategoryMed31,MarqueMed19,12345
445,1398,Medicament1398,Cond1,CategoryMed27,MarqueMed15,12345
446,1399,Medicament1399,Cond9,CategoryMed49,MarqueMed5,12345
447,14,Medicament14,Cond10,CategoryMed6,MarqueMed22,12345
448,140,Medicament140,Cond10,CategoryMed5,MarqueMed6,12345
449,1400,Medicament1400,Cond4,CategoryMed39,MarqueMed11,12345
450,1401,Medicament1401,Cond10,CategoryMed47,MarqueMed2,12345
451,1402,Medicament1402,Cond9,CategoryMed30,MarqueMed1,12345
452,1403,Medicament1403,Cond9,CategoryMed9,MarqueMed22,12345
453,1404,Medicament1404,Cond12,CategoryMed50,MarqueMed8,12345
454,1405,Medicament1405,Cond1,CategoryMed35,MarqueMed15,12345
455,1406,Medicament1406,Cond3,CategoryMed2,MarqueMed17,12345
456,1407,Medicament1407,Cond13,CategoryMed18,MarqueMed18,12345
457,1408,Medicament1408,Cond10,CategoryMed44,MarqueMed21,12345
458,1409,Medicament1409,Cond4,CategoryMed9,MarqueMed22,12345
459,141,Medicament141,Cond7,CategoryMed38,MarqueMed15,12345
460,1410,Medicament1410,Cond13,CategoryMed23,MarqueMed12,12345
461,1411,Medicament1411,Cond13,CategoryMed50,MarqueMed5,12345
462,1412,Medicament1412,Cond2,CategoryMed44,MarqueMed21,12345
463,1413,Medicament1413,Cond11,CategoryMed50,MarqueMed6,12345
464,1414,Medicament1414,Cond11,CategoryMed21,MarqueMed2,12345
465,1415,Medicament1415,Cond6,CategoryMed9,MarqueMed5,12345
466,1416,Medicament1416,Cond6,CategoryMed10,MarqueMed21,12345
467,1417,Medicament1417,Cond8,CategoryMed20,MarqueMed10,12345
468,1418,Medicament1418,Cond6,CategoryMed18,MarqueMed7,12345
469,1419,Medicament1419,Cond5,CategoryMed22,MarqueMed21,12345
470,142,Medicament142,Cond9,CategoryMed24,MarqueMed4,12345
471,1420,Medicament1420,Cond6,CategoryMed39,MarqueMed14,12345
472,1421,Medicament1421,Cond13,CategoryMed47,MarqueMed21,12345
473,1422,Medicament1422,Cond3,CategoryMed14,MarqueMed3,12345
474,1423,Medicament1423,Cond5,CategoryMed28,MarqueMed15,12345
475,1424,Medicament1424,Cond10,CategoryMed48,MarqueMed16,12345
476,1425,Medicament1425,Cond12,CategoryMed9,MarqueMed9,12345
477,1426,Medicament1426,Cond3,CategoryMed13,MarqueMed23,12345
478,1427,Medicament1427,Cond1,CategoryMed42,MarqueMed4,12345
479,1428,Medicament1428,Cond11,CategoryMed43,MarqueMed2,12345
480,1429,Medicament1429,Cond12,CategoryMed26,MarqueMed1,12345
481,143,Medicament143,Cond10,CategoryMed12,MarqueMed17,12345
482,1430,Medicament1430,Cond2,CategoryMed33,MarqueMed17,12345
483,1431,Medicament1431,Cond5,CategoryMed10,MarqueMed3,12345
484,1432,Medicament1432,Cond12,CategoryMed6,MarqueMed15,12345
485,1433,Medicament1433,Cond8,CategoryMed19,MarqueMed20,12345
486,1434,Medicament1434,Cond8,CategoryMed43,MarqueMed15,12345
487,1435,Medicament1435,Cond9,CategoryMed36,MarqueMed12,12345
488,1436,Medicament1436,Cond2,CategoryMed20,MarqueMed13,12345
489,1437,Medicament1437,Cond6,CategoryMed20,MarqueMed17,12345
490,1438,Medicament1438,Cond6,CategoryMed35,MarqueMed4,12345
491,1439,Medicament1439,Cond9,CategoryMed42,MarqueMed23,12345
492,144,Medicament144,Cond11,CategoryMed23,MarqueMed4,12345
493,1440,Medicament1440,Cond7,CategoryMed25,MarqueMed17,12345
494,1441,Medicament1441,Cond12,CategoryMed45,MarqueMed20,12345
495,1442,Medicament1442,Cond3,CategoryMed46,MarqueMed15,12345
496,1443,Medicament1443,Cond6,CategoryMed15,MarqueMed6,12345
497,1444,Medicament1444,Cond2,CategoryMed12,MarqueMed13,12345
498,1445,Medicament1445,Cond1,CategoryMed37,MarqueMed22,12345
499,1446,Medicament1446,Cond5,CategoryMed36,MarqueMed18,12345
500,1447,Medicament1447,Cond4,CategoryMed40,MarqueMed21,12345
501,1448,Medicament1448,Cond13,CategoryMed28,MarqueMed13,12345
502,1449,Medicament1449,Cond3,CategoryMed21,MarqueMed13,12345
503,145,Medicament145,Cond1,CategoryMed3,MarqueMed11,12345
504,1450,Medicament1450,Cond3,CategoryMed4,MarqueMed22,12345
505,1451,Medicament1451,Cond9,CategoryMed22,MarqueMed14,12345
506,1452,Medicament1452,Cond13,CategoryMed1,MarqueMed8,12345
507,1453,Medicament1453,Cond8,CategoryMed17,MarqueMed15,12345
508,1454,Medicament1454,Cond8,CategoryMed10,MarqueMed15,12345
509,1455,Medicament1455,Cond5,CategoryMed38,MarqueMed6,12345
510,1456,Medicament1456,Cond1,CategoryMed4,MarqueMed15,12345
511,1457,Medicament1457,Cond12,CategoryMed7,MarqueMed11,12345
512,1458,Medicament1458,Cond10,CategoryMed26,MarqueMed4,12345
513,1459,Medicament1459,Cond4,CategoryMed3,MarqueMed21,12345
514,146,Medicament146,Cond5,CategoryMed3,MarqueMed15,12345
515,1460,Medicament1460,Cond12,CategoryMed12,MarqueMed21,12345
516,1461,Medicament1461,Cond6,CategoryMed48,MarqueMed21,12345
517,1462,Medicament1462,Cond3,CategoryMed35,MarqueMed10,12345
518,1463,Medicament1463,Cond9,CategoryMed11,MarqueMed21,12345
519,1464,Medicament1464,Cond2,CategoryMed34,MarqueMed6,12345
520,1465,Medicament1465,Cond6,CategoryMed9,MarqueMed19,12345
521,1466,Medicament1466,Cond6,CategoryMed45,MarqueMed11,12345
522,1467,Medicament1467,Cond6,CategoryMed7,MarqueMed13,12345
523,1468,Medicament1468,Cond13,CategoryMed13,MarqueMed11,12345
524,1469,Medicament1469,Cond7,CategoryMed22,MarqueMed17,12345
525,147,Medicament147,Cond9,CategoryMed45,MarqueMed21,12345
526,1470,Medicament1470,Cond3,CategoryMed24,MarqueMed15,12345
527,1471,Medicament1471,Cond7,CategoryMed40,MarqueMed20,12345
528,1472,Medicament1472,Cond7,CategoryMed7,MarqueMed6,12345
529,1473,Medicament1473,Cond7,CategoryMed16,MarqueMed22,12345
530,1474,Medicament1474,Cond5,CategoryMed29,MarqueMed11,12345
531,1475,Medicament1475,Cond9,CategoryMed4,MarqueMed14,12345
532,1476,Medicament1476,Cond2,CategoryMed11,MarqueMed20,12345
533,1477,Medicament1477,Cond12,CategoryMed31,MarqueMed3,12345
534,1478,Medicament1478,Cond4,CategoryMed32,MarqueMed4,12345
535,1479,Medicament1479,Cond2,CategoryMed49,MarqueMed19,12345
536,148,Medicament148,Cond6,CategoryMed36,MarqueMed6,12345
537,1480,Medicament1480,Cond7,CategoryMed47,MarqueMed2,12345
538,1481,Medicament1481,Cond3,CategoryMed20,MarqueMed3,12345
539,1482,Medicament1482,Cond5,CategoryMed43,MarqueMed16,12345
540,1483,Medicament1483,Cond13,CategoryMed21,MarqueMed16,12345
541,1484,Medicament1484,Cond9,CategoryMed42,MarqueMed4,12345
542,1485,Medicament1485,Cond7,CategoryMed27,MarqueMed5,12345
543,1486,Medicament1486,Cond7,CategoryMed18,MarqueMed12,12345
544,1487,Medicament1487,Cond9,CategoryMed6,MarqueMed5,12345
545,1488,Medicament1488,Cond1,CategoryMed24,MarqueMed8,12345
546,1489,Medicament1489,Cond9,CategoryMed22,MarqueMed7,12345
547,149,Medicament149,Cond3,CategoryMed14,MarqueMed23,12345
548,1490,Medicament1490,Cond1,CategoryMed49,MarqueMed15,12345
549,1491,Medicament1491,Cond1,CategoryMed37,MarqueMed22,12345
550,1492,Medicament1492,Cond4,CategoryMed27,MarqueMed21,12345
551,1493,Medicament1493,Cond7,CategoryMed43,MarqueMed18,12345
552,1494,Medicament1494,Cond5,CategoryMed24,MarqueMed22,12345
553,1495,Medicament1495,Cond1,CategoryMed24,MarqueMed11,12345
554,1496,Medicament1496,Cond8,CategoryMed26,MarqueMed20,12345
555,1497,Medicament1497,Cond4,CategoryMed12,MarqueMed12,12345
556,1498,Medicament1498,Cond4,CategoryMed9,MarqueMed5,12345
557,1499,Medicament1499,Cond1,CategoryMed18,MarqueMed2,12345
558,15,Medicament15,Cond10,CategoryMed25,MarqueMed1,12345
559,150,Medicament150,Cond8,CategoryMed4,MarqueMed12,12345
560,1500,Medicament1500,Cond8,CategoryMed1,MarqueMed21,12345
561,1501,Medicament1501,Cond7,CategoryMed3,MarqueMed13,12345
562,1502,Medicament1502,Cond9,CategoryMed46,MarqueMed22,12345
563,1503,Medicament1503,Cond5,CategoryMed39,MarqueMed4,12345
564,1504,Medicament1504,Cond12,CategoryMed13,MarqueMed6,12345
565,1505,Medicament1505,Cond6,CategoryMed43,MarqueMed14,12345
566,1506,Medicament1506,Cond12,CategoryMed5,MarqueMed22,12345
567,1507,Medicament1507,Cond9,CategoryMed35,MarqueMed4,12345
568,1508,Medicament1508,Cond5,CategoryMed43,MarqueMed6,12345
569,1509,Medicament1509,Cond12,CategoryMed32,MarqueMed14,12345
570,151,Medicament151,Cond10,CategoryMed9,MarqueMed2,12345
571,1510,Medicament1510,Cond12,CategoryMed37,MarqueMed15,12345
572,1511,Medicament1511,Cond11,CategoryMed13,MarqueMed16,12345
573,1512,Medicament1512,Cond8,CategoryMed20,MarqueMed22,12345
574,1513,Medicament1513,Cond4,CategoryMed49,MarqueMed20,12345
575,1514,Medicament1514,Cond11,CategoryMed12,MarqueMed17,12345
576,1515,Medicament1515,Cond2,CategoryMed5,MarqueMed13,12345
577,1516,Medicament1516,Cond9,CategoryMed12,MarqueMed20,12345
578,1517,Medicament1517,Cond4,CategoryMed4,MarqueMed2,12345
579,1518,Medicament1518,Cond1,CategoryMed15,MarqueMed4,12345
580,1519,Medicament1519,Cond10,CategoryMed10,MarqueMed4,12345
581,152,Medicament152,Cond10,CategoryMed15,MarqueMed17,12345
582,1520,Medicament1520,Cond9,CategoryMed33,MarqueMed20,12345
583,1521,Medicament1521,Cond9,CategoryMed48,MarqueMed14,12345
584,1522,Medicament1522,Cond12,CategoryMed36,MarqueMed17,12345
585,1523,Medicament1523,Cond13,CategoryMed15,MarqueMed7,12345
586,1524,Medicament1524,Cond6,CategoryMed29,MarqueMed18,12345
587,1525,Medicament1525,Cond10,CategoryMed41,MarqueMed19,12345
588,1526,Medicament1526,Cond12,CategoryMed8,MarqueMed18,12345
589,1527,Medicament1527,Cond4,CategoryMed42,MarqueMed2,12345
590,1528,Medicament1528,Cond4,CategoryMed34,MarqueMed15,12345
591,1529,Medicament1529,Cond2,CategoryMed15,MarqueMed13,12345
592,153,Medicament153,Cond7,CategoryMed45,MarqueMed23,12345
593,1530,Medicament1530,Cond12,CategoryMed24,MarqueMed20,12345
594,1531,Medicament1531,Cond8,CategoryMed28,MarqueMed23,12345
595,1532,Medicament1532,Cond2,CategoryMed33,MarqueMed5,12345
596,1533,Medicament1533,Cond7,CategoryMed13,MarqueMed9,12345
597,1534,Medicament1534,Cond5,CategoryMed18,MarqueMed4,12345
598,1535,Medicament1535,Cond8,CategoryMed39,MarqueMed5,12345
599,1536,Medicament1536,Cond3,CategoryMed24,MarqueMed21,12345
600,1537,Medicament1537,Cond11,CategoryMed31,MarqueMed13,12345
601,1538,Medicament1538,Cond1,CategoryMed22,MarqueMed20,12345
602,1539,Medicament1539,Cond1,CategoryMed9,MarqueMed3,12345
603,154,Medicament154,Cond5,CategoryMed25,MarqueMed7,12345
604,1540,Medicament1540,Cond10,CategoryMed46,MarqueMed19,12345
605,1541,Medicament1541,Cond7,CategoryMed21,MarqueMed6,12345
606,1542,Medicament1542,Cond12,CategoryMed6,MarqueMed1,12345
607,1543,Medicament1543,Cond10,CategoryMed47,MarqueMed15,12345
608,1544,Medicament1544,Cond13,CategoryMed32,MarqueMed14,12345
609,1545,Medicament1545,Cond1,CategoryMed1,MarqueMed23,12345
610,1546,Medicament1546,Cond3,CategoryMed7,MarqueMed23,12345
611,1547,Medicament1547,Cond4,CategoryMed50,MarqueMed14,12345
612,1548,Medicament1548,Cond8,CategoryMed36,MarqueMed1,12345
613,1549,Medicament1549,Cond5,CategoryMed39,MarqueMed2,12345
614,155,Medicament155,Cond13,CategoryMed1,MarqueMed1,12345
615,1550,Medicament1550,Cond10,CategoryMed8,MarqueMed9,12345
616,1551,Medicament1551,Cond2,CategoryMed50,MarqueMed10,12345
617,1552,Medicament1552,Cond10,CategoryMed38,MarqueMed9,12345
618,1553,Medicament1553,Cond11,CategoryMed44,MarqueMed19,12345
619,1554,Medicament1554,Cond7,CategoryMed39,MarqueMed16,12345
620,1555,Medicament1555,Cond7,CategoryMed41,MarqueMed6,12345
621,1556,Medicament1556,Cond6,CategoryMed43,MarqueMed1,12345
622,1557,Medicament1557,Cond9,CategoryMed35,MarqueMed8,12345
623,1558,Medicament1558,Cond5,CategoryMed1,MarqueMed14,12345
624,1559,Medicament1559,Cond6,CategoryMed33,MarqueMed14,12345
625,156,Medicament156,Cond10,CategoryMed24,MarqueMed5,12345
626,1560,Medicament1560,Cond9,CategoryMed42,MarqueMed10,12345
627,1561,Medicament1561,Cond8,CategoryMed30,MarqueMed12,12345
628,1562,Medicament1562,Cond13,CategoryMed18,MarqueMed9,12345
629,1563,Medicament1563,Cond9,CategoryMed50,MarqueMed18,12345
630,1564,Medicament1564,Cond11,CategoryMed45,MarqueMed19,12345
631,1565,Medicament1565,Cond4,CategoryMed5,MarqueMed19,12345
632,1566,Medicament1566,Cond7,CategoryMed49,MarqueMed1,12345
633,1567,Medicament1567,Cond12,CategoryMed45,MarqueMed1,12345
634,1568,Medicament1568,Cond12,CategoryMed27,MarqueMed17,12345
635,1569,Medicament1569,Cond7,CategoryMed39,MarqueMed23,12345
636,157,Medicament157,Cond3,CategoryMed46,MarqueMed11,12345
637,1570,Medicament1570,Cond9,CategoryMed43,MarqueMed23,12345
638,1571,Medicament1571,Cond11,CategoryMed36,MarqueMed10,12345
639,1572,Medicament1572,Cond3,CategoryMed31,MarqueMed10,12345
640,1573,Medicament1573,Cond7,CategoryMed3,MarqueMed17,12345
641,1574,Medicament1574,Cond1,CategoryMed41,MarqueMed13,12345
642,1575,Medicament1575,Cond3,CategoryMed27,MarqueMed21,12345
643,1576,Medicament1576,Cond3,CategoryMed39,MarqueMed8,12345
644,1577,Medicament1577,Cond5,CategoryMed17,MarqueMed7,12345
645,1578,Medicament1578,Cond11,CategoryMed38,MarqueMed9,12345
646,1579,Medicament1579,Cond11,CategoryMed7,MarqueMed6,12345
647,158,Medicament158,Cond10,CategoryMed36,MarqueMed11,12345
648,1580,Medicament1580,Cond2,CategoryMed43,MarqueMed15,12345
649,1581,Medicament1581,Cond1,CategoryMed39,MarqueMed22,12345
650,1582,Medicament1582,Cond10,CategoryMed40,MarqueMed16,12345
651,1583,Medicament1583,Cond2,CategoryMed30,MarqueMed3,12345
652,1584,Medicament1584,Cond11,CategoryMed3,MarqueMed22,12345
653,1585,Medicament1585,Cond10,CategoryMed34,MarqueMed4,12345
654,1586,Medicament1586,Cond12,CategoryMed38,MarqueMed21,12345
655,1587,Medicament1587,Cond1,CategoryMed29,MarqueMed19,12345
656,1588,Medicament1588,Cond2,CategoryMed47,MarqueMed5,12345
657,1589,Medicament1589,Cond2,CategoryMed44,MarqueMed11,12345
658,159,Medicament159,Cond12,CategoryMed30,MarqueMed8,12345
659,1590,Medicament1590,Cond1,CategoryMed50,MarqueMed21,12345
660,1591,Medicament1591,Cond8,CategoryMed2,MarqueMed10,12345
661,1592,Medicament1592,Cond12,CategoryMed1,MarqueMed9,12345
662,1593,Medicament1593,Cond2,CategoryMed24,MarqueMed14,12345
663,1594,Medicament1594,Cond2,CategoryMed32,MarqueMed14,12345
664,1595,Medicament1595,Cond4,CategoryMed31,MarqueMed19,12345
665,1596,Medicament1596,Cond2,CategoryMed42,MarqueMed23,12345
666,1597,Medicament1597,Cond5,CategoryMed47,MarqueMed8,12345
667,1598,Medicament1598,Cond3,CategoryMed39,MarqueMed6,12345
668,1599,Medicament1599,Cond8,CategoryMed14,MarqueMed14,12345
669,16,Medicament16,Cond9,CategoryMed31,MarqueMed12,12345
670,160,Medicament160,Cond5,CategoryMed45,MarqueMed22,12345
671,1600,Medicament1600,Cond5,CategoryMed5,MarqueMed22,12345
672,1601,Medicament1601,Cond1,CategoryMed40,MarqueMed11,12345
673,1602,Medicament1602,Cond8,CategoryMed37,MarqueMed20,12345
674,1603,Medicament1603,Cond8,CategoryMed12,MarqueMed4,12345
675,1604,Medicament1604,Cond7,CategoryMed21,MarqueMed2,12345
676,1605,Medicament1605,Cond13,CategoryMed13,MarqueMed11,12345
677,1606,Medicament1606,Cond12,CategoryMed27,MarqueMed23,12345
678,1607,Medicament1607,Cond10,CategoryMed50,MarqueMed21,12345
679,1608,Medicament1608,Cond10,CategoryMed30,MarqueMed12,12345
680,1609,Medicament1609,Cond4,CategoryMed39,MarqueMed1,12345
681,161,Medicament161,Cond7,CategoryMed40,MarqueMed4,12345
682,1610,Medicament1610,Cond3,CategoryMed10,MarqueMed18,12345
683,1611,Medicament1611,Cond5,CategoryMed45,MarqueMed6,12345
684,1612,Medicament1612,Cond3,CategoryMed36,MarqueMed20,12345
685,1613,Medicament1613,Cond5,CategoryMed35,MarqueMed4,12345
686,1614,Medicament1614,Cond8,CategoryMed42,MarqueMed10,12345
687,1615,Medicament1615,Cond9,CategoryMed34,MarqueMed10,12345
688,1616,Medicament1616,Cond12,CategoryMed19,MarqueMed4,12345
689,1617,Medicament1617,Cond9,CategoryMed48,MarqueMed12,12345
690,1618,Medicament1618,Cond7,CategoryMed27,MarqueMed21,12345
691,1619,Medicament1619,Cond3,CategoryMed33,MarqueMed3,12345
692,162,Medicament162,Cond8,CategoryMed47,MarqueMed6,12345
693,1620,Medicament1620,Cond7,CategoryMed42,MarqueMed17,12345
694,1621,Medicament1621,Cond9,CategoryMed25,MarqueMed15,12345
695,1622,Medicament1622,Cond13,CategoryMed44,MarqueMed10,12345
696,1623,Medicament1623,Cond7,CategoryMed18,MarqueMed21,12345
697,1624,Medicament1624,Cond9,CategoryMed35,MarqueMed6,12345
698,1625,Medicament1625,Cond4,CategoryMed5,MarqueMed22,12345
699,1626,Medicament1626,Cond9,CategoryMed38,MarqueMed14,12345
700,1627,Medicament1627,Cond5,CategoryMed10,MarqueMed10,12345
701,1628,Medicament1628,Cond10,CategoryMed13,MarqueMed5,12345
702,1629,Medicament1629,Cond5,CategoryMed6,MarqueMed15,12345
703,163,Medicament163,Cond4,CategoryMed16,MarqueMed3,12345
704,1630,Medicament1630,Cond7,CategoryMed37,MarqueMed16,12345
705,1631,Medicament1631,Cond8,CategoryMed26,MarqueMed10,12345
706,1632,Medicament1632,Cond2,CategoryMed40,MarqueMed15,12345
707,1633,Medicament1633,Cond9,CategoryMed14,MarqueMed13,12345
708,1634,Medicament1634,Cond13,CategoryMed41,MarqueMed20,12345
709,1635,Medicament1635,Cond5,CategoryMed12,MarqueMed19,12345
710,1636,Medicament1636,Cond6,CategoryMed40,MarqueMed10,12345
711,1637,Medicament1637,Cond9,CategoryMed2,MarqueMed7,12345
712,1638,Medicament1638,Cond7,CategoryMed40,MarqueMed11,12345
713,1639,Medicament1639,Cond3,CategoryMed10,MarqueMed16,12345
714,164,Medicament164,Cond11,CategoryMed44,MarqueMed22,12345
715,1640,Medicament1640,Cond12,CategoryMed19,MarqueMed9,12345
716,1641,Medicament1641,Cond1,CategoryMed16,MarqueMed7,12345
717,1642,Medicament1642,Cond1,CategoryMed19,MarqueMed19,12345
718,1643,Medicament1643,Cond6,CategoryMed47,MarqueMed2,12345
719,1644,Medicament1644,Cond6,CategoryMed10,MarqueMed2,12345
720,1645,Medicament1645,Cond10,CategoryMed32,MarqueMed5,12345
721,1646,Medicament1646,Cond11,CategoryMed31,MarqueMed5,12345
722,1647,Medicament1647,Cond13,CategoryMed38,MarqueMed15,12345
723,1648,Medicament1648,Cond9,CategoryMed49,MarqueMed10,12345
724,1649,Medicament1649,Cond4,CategoryMed50,MarqueMed5,12345
725,165,Medicament165,Cond7,CategoryMed46,MarqueMed21,12345
726,1650,Medicament1650,Cond8,CategoryMed13,MarqueMed17,12345
727,1651,Medicament1651,Cond2,CategoryMed36,MarqueMed22,12345
728,1652,Medicament1652,Cond12,CategoryMed32,MarqueMed17,12345
729,1653,Medicament1653,Cond4,CategoryMed27,MarqueMed6,12345
730,1654,Medicament1654,Cond4,CategoryMed40,MarqueMed7,12345
731,1655,Medicament1655,Cond5,CategoryMed36,MarqueMed1,12345
732,1656,Medicament1656,Cond3,CategoryMed6,MarqueMed18,12345
733,1657,Medicament1657,Cond11,CategoryMed8,MarqueMed16,12345
734,1658,Medicament1658,Cond7,CategoryMed7,MarqueMed19,12345
735,1659,Medicament1659,Cond4,CategoryMed4,MarqueMed5,12345
736,166,Medicament166,Cond7,CategoryMed35,MarqueMed11,12345
737,1660,Medicament1660,Cond12,CategoryMed8,MarqueMed10,12345
738,1661,Medicament1661,Cond3,CategoryMed33,MarqueMed21,12345
739,1662,Medicament1662,Cond13,CategoryMed3,MarqueMed13,12345
740,1663,Medicament1663,Cond13,CategoryMed49,MarqueMed17,12345
741,1664,Medicament1664,Cond5,CategoryMed41,MarqueMed23,12345
742,1665,Medicament1665,Cond5,CategoryMed35,MarqueMed21,12345
743,1666,Medicament1666,Cond2,CategoryMed45,MarqueMed14,12345
744,1667,Medicament1667,Cond7,CategoryMed41,MarqueMed2,12345
745,1668,Medicament1668,Cond6,CategoryMed27,MarqueMed19,12345
746,1669,Medicament1669,Cond10,CategoryMed45,MarqueMed8,12345
747,167,Medicament167,Cond5,CategoryMed5,MarqueMed21,12345
748,1670,Medicament1670,Cond4,CategoryMed10,MarqueMed4,12345
749,1671,Medicament1671,Cond10,CategoryMed45,MarqueMed16,12345
750,1672,Medicament1672,Cond11,CategoryMed46,MarqueMed18,12345
751,1673,Medicament1673,Cond1,CategoryMed38,MarqueMed16,12345
752,1674,Medicament1674,Cond8,CategoryMed29,MarqueMed11,12345
753,1675,Medicament1675,Cond6,CategoryMed15,MarqueMed17,12345
754,1676,Medicament1676,Cond2,CategoryMed9,MarqueMed4,12345
755,1677,Medicament1677,Cond12,CategoryMed32,MarqueMed15,12345
756,1678,Medicament1678,Cond3,CategoryMed25,MarqueMed18,12345
757,1679,Medicament1679,Cond7,CategoryMed33,MarqueMed1,12345
758,168,Medicament168,Cond3,CategoryMed20,MarqueMed3,12345
759,1680,Medicament1680,Cond13,CategoryMed48,MarqueMed5,12345
760,1681,Medicament1681,Cond4,CategoryMed35,MarqueMed19,12345
761,1682,Medicament1682,Cond3,CategoryMed31,MarqueMed7,12345
762,1683,Medicament1683,Cond6,CategoryMed27,MarqueMed15,12345
763,1684,Medicament1684,Cond8,CategoryMed10,MarqueMed4,12345
764,1685,Medicament1685,Cond3,CategoryMed34,MarqueMed1,12345
765,1686,Medicament1686,Cond6,CategoryMed41,MarqueMed15,12345
766,1687,Medicament1687,Cond6,CategoryMed19,MarqueMed17,12345
767,1688,Medicament1688,Cond6,CategoryMed44,MarqueMed23,12345
768,1689,Medicament1689,Cond6,CategoryMed23,MarqueMed13,12345
769,169,Medicament169,Cond11,CategoryMed35,MarqueMed13,12345
770,1690,Medicament1690,Cond1,CategoryMed46,MarqueMed16,12345
771,1691,Medicament1691,Cond10,CategoryMed3,MarqueMed7,12345
772,1692,Medicament1692,Cond10,CategoryMed13,MarqueMed13,12345
773,1693,Medicament1693,Cond2,CategoryMed17,MarqueMed18,12345
774,1694,Medicament1694,Cond3,CategoryMed30,MarqueMed15,12345
775,1695,Medicament1695,Cond10,CategoryMed40,MarqueMed22,12345
776,1696,Medicament1696,Cond5,CategoryMed35,MarqueMed2,12345
