PART_ID,SRC_ID,SRC_TYP
2251,1240520,Patient
2252,1240534,Patient
2253,1240540,Patient
2254,1240545,Patient
2255,1240550,Patient
2256,1240554,Patient
2257,1240556,Patient
2258,1240561,Patient
2259,1240563,Patient
2260,1240571,Patient
2261,1240576,Patient
2262,1240577,Patient
2263,1240578,Patient
2264,1240581,Patient
2265,1240586,Patient
2266,1240589,Patient
2267,1240591,Patient
2268,1240594,Patient
2269,1240596,Patient
2270,1240597,Patient
2271,1240600,Patient
2272,1240603,Patient
2273,1240607,Patient
2274,1240608,Patient
2275,1240614,Patient
2276,1240617,Patient
2277,1240618,Patient
2278,1240626,Patient
2279,1240627,Patient
2280,1240628,Patient
2281,1240634,Patient
2282,1240638,Patient
2283,1240644,Patient
2284,1240645,Patient
2285,1240648,Patient
2286,1240651,Patient
2287,1240657,Patient
2288,1240662,Patient
2289,1240667,Patient
2290,1240671,Patient
2291,1240672,Patient
2292,1240685,Patient
2293,1240687,Patient
2294,1240693,Patient
2295,1240694,Patient
2296,1240702,Patient
2297,1240704,Patient
2298,1240706,Patient
2299,1240711,Patient
2300,1240722,Patient
2301,1240723,Patient
2302,1240736,Patient
2303,1240737,Patient
2304,1240738,Patient
2305,1240744,Patient
2306,1240746,Patient
2307,1240754,Patient
2308,1240758,Patient
2309,1240760,Patient
2310,1240764,Patient
2311,1240770,Patient
2312,1240774,Patient
2313,1240782,Patient
2314,1240785,Patient
2315,1240788,Patient
2316,1240796,Patient
2317,1240800,Patient
2318,1240801,Patient
2319,1240806,Patient
2320,1240808,Patient
2321,1240812,Patient
2322,1240813,Patient
2323,1240819,Patient
2324,1240821,Patient
2325,1240825,Patient
2326,1240829,Patient
2327,1240833,Patient
2328,1240835,Patient
2329,1240841,Patient
2330,1240842,Patient
2331,1240845,Patient
2332,1240850,Patient
2333,1240852,Patient
2334,1240857,Patient
2335,1240860,Patient
2336,1240862,Patient
2337,1240870,Patient
2338,1240872,Patient
2339,1240881,Patient
2340,1240882,Patient
2341,1240884,Patient
2342,1240887,Patient
2343,1240903,Patient
2344,1240905,Patient
2345,1240908,Patient
2346,1240913,Patient
2347,1240914,Patient
2348,1240917,Patient
2349,1240919,Patient
2350,1240926,Patient
2351,1240934,Patient
2352,1240935,Patient
2353,1240936,Patient
2354,1240937,Patient
2355,1240942,Patient
2356,1240946,Patient
2357,1240952,Patient
2358,1240954,Patient
2359,1240957,Patient
2360,1240966,Patient
2361,1240968,Patient
2362,1240969,Patient
2363,1240974,Patient
2364,1240976,Patient
2365,1240980,Patient
2366,1240989,Patient
2367,1240991,Patient
2368,1240992,Patient
2369,1240994,Patient
2370,1240996,Patient
2371,1240998,Patient
2372,1241005,Patient
2373,1241011,Patient
2374,1241014,Patient
2375,1241022,Patient
2376,1241026,Patient
2377,1241029,Patient
2378,1241032,Patient
2379,1241033,Patient
2380,1241040,Patient
2381,1241041,Patient
2382,1241042,Patient
2383,1241049,Patient
2384,1241052,Patient
2385,1241054,Patient
2386,1241056,Patient
2387,1241070,Patient
2388,1241080,Patient
2389,1241081,Patient
2390,1241088,Patient
2391,1241089,Patient
2392,1241099,Patient
2393,1241113,Patient
2394,1241117,Patient
2395,1241118,Patient
2396,1241123,Patient
2397,1241138,Patient
2398,1241147,Patient
2399,1241157,Patient
2400,1241170,Patient
2401,1241180,Patient
2402,1241190,Patient
2403,1241196,Patient
2404,1241200,Patient
2405,1241202,Patient
2406,1241206,Patient
2407,1241211,Patient
2408,1241220,Patient
2409,1241221,Patient
2410,1241223,Patient
2411,1241224,Patient
2412,1241232,Patient
2413,1241235,Patient
2414,1241242,Patient
2415,1241243,Patient
2416,1241254,Patient
2417,1241256,Patient
2418,1241270,Patient
2419,1241279,Patient
2420,1241281,Patient
2421,1241285,Patient
2422,1241286,Patient
2423,1241290,Patient
2424,1241294,Patient
2425,1241303,Patient
2426,1241304,Patient
2427,1241307,Patient
2428,1241310,Patient
2429,1241311,Patient
2430,1241317,Patient
2431,1241322,Patient
2432,1241325,Patient
2433,1241326,Patient
2434,1241334,Patient
2435,1241340,Patient
2436,1241341,Patient
2437,1241342,Patient
2438,1241344,Patient
2439,1241345,Patient
2440,1241355,Patient
2441,1241357,Patient
2442,1241364,Patient
2443,1241372,Patient
2444,1241378,Patient
2445,1241379,Patient
2446,1241386,Patient
2447,1241392,Patient
2448,1241395,Patient
2449,1241404,Patient
2450,1241411,Patient
2451,1241441,Patient
2452,1241446,Patient
2453,1241449,Patient
2454,1241453,Patient
2455,1241457,Patient
2456,1241470,Patient
2457,1241472,Patient
2458,1241483,Patient
2459,1241484,Patient
2460,1241486,Patient
2461,1241487,Patient
2462,1241493,Patient
2463,1241494,Patient
2464,1241497,Patient
2465,1241503,Patient
2466,1241505,Patient
2467,1241515,Patient
2468,1241522,Patient
2469,1241525,Patient
2470,1241528,Patient
2471,1241531,Patient
2472,1241533,Patient
2473,1241540,Patient
2474,1241558,Patient
2475,1241560,Patient
2476,1241565,Patient
2477,1241567,Patient
2478,1241571,Patient
2479,1241575,Patient
2480,1241580,Patient
2481,1241584,Patient
2482,1241586,Patient
2483,1241592,Patient
2484,1241595,Patient
2485,1241601,Patient
2486,1241608,Patient
2487,1241609,Patient
2488,1241614,Patient
2489,1241615,Patient
2490,1241617,Patient
2491,1241631,Patient
2492,1241632,Patient
2493,1241633,Patient
2494,1241636,Patient
2495,1241641,Patient
2496,1241644,Patient
2497,1241653,Patient
2498,1241662,Patient
2499,1241663,Patient
2500,1241665,Patient
2501,1241667,Patient
2502,1241668,Patient
2503,1241670,Patient
2504,1241672,Patient
2505,1241675,Patient
2506,1241681,Patient
2507,1241686,Patient
2508,1241690,Patient
2509,1241696,Patient
2510,1241698,Patient
2511,1241700,Patient
2512,1241702,Patient
2513,1241704,Patient
2514,1241710,Patient
2515,1241712,Patient
2516,1241725,Patient
2517,1241726,Patient
2518,1241745,Patient
2519,1241769,Patient
2520,1241773,Patient
2521,1241778,Patient
2522,1241779,Patient
2523,1241783,Patient
2524,1241794,Patient
2525,1241796,Patient
2526,1241797,Patient
2527,1241800,Patient
2528,1241805,Patient
2529,1241807,Patient
2530,1241809,Patient
2531,1241826,Patient
2532,1241827,Patient
2533,1241836,Patient
2534,1241837,Patient
2535,1241838,Patient
2536,1241846,Patient
2537,1241853,Patient
2538,1241862,Patient
2539,1241865,Patient
2540,1241871,Patient
2541,1241873,Patient
2542,1241875,Patient
2543,1241877,Patient
2544,1241880,Patient
2545,1241886,Patient
2546,1241889,Patient
2547,1241891,Patient
2548,1241897,Patient
2549,1241908,Patient
2550,1241909,Patient
2551,1241911,Patient
2552,1241914,Patient
2553,1241915,Patient
2554,1241921,Patient
2555,1241926,Patient
2556,1241927,Patient
2557,1241932,Patient
2558,1241940,Patient
2559,1241952,Patient
2560,1241964,Patient
2561,1241984,Patient
2562,1241994,Patient
2563,1241995,Patient
2564,1242000,Patient
2565,1242003,Patient
2566,1242006,Patient
2567,1242029,Patient
2568,1242031,Patient
2569,1242033,Patient
2570,1242044,Patient
2571,1242057,Patient
2572,1242061,Patient
2573,1242063,Patient
2574,1242064,Patient
2575,1242067,Patient
2576,1242078,Patient
2577,1242082,Patient
2578,1242088,Patient
2579,1242091,Patient
2580,1242092,Patient
2581,1242097,Patient
2582,1242098,Patient
2583,1242102,Patient
2584,1242124,Patient
2585,1242128,Patient
2586,1242129,Patient
2587,1242130,Patient
2588,1242137,Patient
2589,1242142,Patient
2590,1242144,Patient
2591,1242152,Patient
2592,1242159,Patient
2593,1242168,Patient
2594,1242169,Patient
2595,1242170,Patient
2596,1242173,Patient
2597,1242174,Patient
2598,1242175,Patient
2599,1242187,Patient
2600,1242199,Patient
2601,1242207,Patient
2602,1242210,Patient
2603,1242221,Patient
2604,1242223,Patient
2605,1242232,Patient
2606,1242239,Patient
2607,1242240,Patient
2608,1242247,Patient
2609,1242257,Patient
2610,1242259,Patient
2611,1242262,Patient
2612,1242263,Patient
2613,1242266,Patient
2614,1242270,Patient
2615,1242282,Patient
2616,1242288,Patient
2617,1242289,Patient
2618,1242292,Patient
2619,1242293,Patient
2620,1242298,Patient
2621,1242308,Patient
2622,1242312,Patient
2623,1242315,Patient
2624,1242316,Patient
2625,1242317,Patient
2626,1242330,Patient
2627,1242336,Patient
2628,1242337,Patient
2629,1242344,Patient
2630,1242345,Patient
2631,1242353,Patient
2632,1242354,Patient
2633,1242356,Patient
2634,1242357,Patient
2635,1242359,Patient
2636,1242360,Patient
2637,1242371,Patient
2638,1242372,Patient
2639,1242374,Patient
2640,1242385,Patient
2641,1242386,Patient
2642,1242387,Patient
2643,1242388,Patient
2644,1242389,Patient
2645,1242401,Patient
2646,1242407,Patient
2647,1242413,Patient
2648,1242414,Patient
2649,1242416,Patient
2650,1242418,Patient
2651,1242427,Patient
2652,1242428,Patient
2653,1242429,Patient
2654,1242437,Patient
2655,1242443,Patient
2656,1242450,Patient
2657,1242451,Patient
2658,1242453,Patient
2659,1242454,Patient
2660,1242465,Patient
2661,1242470,Patient
2662,1242473,Patient
2663,1242478,Patient
2664,1242479,Patient
2665,1242480,Patient
2666,1242484,Patient
2667,1242490,Patient
2668,1242497,Patient
2669,1242502,Patient
2670,1242506,Patient
2671,1242507,Patient
2672,1242509,Patient
2673,1242511,Patient
2674,1242512,Patient
2675,1242516,Patient
2676,1242526,Patient
2677,1242535,Patient
2678,1242538,Patient
2679,1242548,Patient
2680,1242555,Patient
2681,1242563,Patient
2682,1242564,Patient
2683,1242574,Patient
2684,1242577,Patient
2685,1242579,Patient
2686,1242593,Patient
2687,1242594,Patient
2688,1242611,Patient
2689,1242618,Patient
2690,1242624,Patient
2691,1242631,Patient
2692,1242632,Patient
2693,1242635,Patient
2694,1242640,Patient
2695,1242646,Patient
2696,1242647,Patient
2697,1242655,Patient
2698,1242656,Patient
2699,1242664,Patient
2700,1242665,Patient
2701,1242666,Patient
2702,1242671,Patient
2703,1242673,Patient
2704,1242677,Patient
2705,1242690,Patient
2706,1242691,Patient
2707,1242694,Patient
2708,1242704,Patient
2709,1242714,Patient
2710,1242723,Patient
2711,1242725,Patient
2712,1242726,Patient
2713,1242727,Patient
2714,1242728,Patient
2715,1242736,Patient
2716,1242745,Patient
2717,1242749,Patient
2718,1242752,Patient
2719,1242753,Patient
2720,1242784,Patient
2721,1242787,Patient
2722,1242790,Patient
2723,1242791,Patient
2724,1242802,Patient
2725,1242805,Patient
2726,1242808,Patient
2727,1242823,Patient
2728,1242824,Patient
2729,1242826,Patient
2730,1242833,Patient
2731,1242835,Patient
2732,1242836,Patient
2733,1242838,Patient
2734,1242840,Patient
2735,1242845,Patient
2736,1242846,Patient
2737,1242849,Patient
2738,1242850,Patient
2739,1242853,Patient
2740,1242862,Patient
2741,1242864,Patient
2742,1242866,Patient
2743,1242868,Patient
2744,1242871,Patient
2745,1242873,Patient
2746,1242875,Patient
2747,1242883,Patient
2748,1242892,Patient
2749,1242893,Patient
2750,1242898,Patient
2751,1242901,Patient
2752,1242907,Patient
2753,1242918,Patient
2754,1242919,Patient
2755,1242921,Patient
2756,1242925,Patient
2757,1242927,Patient
2758,1242931,Patient
2759,1242932,Patient
2760,1242940,Patient
2761,1242941,Patient
2762,1242944,Patient
2763,1242946,Patient
2764,1242948,Patient
2765,1242951,Patient
2766,1242953,Patient
2767,1242955,Patient
2768,1242963,Patient
2769,1242964,Patient
2770,1242965,Patient
2771,1242972,Patient
2772,1242974,Patient
2773,1242983,Patient
2774,1242987,Patient
2775,1242989,Patient
2776,1242996,Patient
2777,1242997,Patient
2778,1242999,Patient
2779,1243013,Patient
2780,1243025,Patient
2781,1243028,Patient
2782,1243037,Patient
2783,1243044,Patient
2784,1243045,Patient
2785,1243046,Patient
2786,1243057,Patient
2787,1243065,Patient
2788,1243068,Patient
2789,1243077,Patient
2790,1243078,Patient
2791,1243085,Patient
2792,1243094,Patient
2793,1243116,Patient
2794,1243122,Patient
2795,1243124,Patient
2796,1243126,Patient
2797,1243128,Patient
2798,1243131,Patient
2799,1243136,Patient
2800,1243137,Patient
2801,1243138,Patient
2802,1243140,Patient
2803,1243146,Patient
2804,1243149,Patient
2805,1243150,Patient
2806,1243155,Patient
2807,1243164,Patient
2808,1243165,Patient
2809,1243167,Patient
2810,1243169,Patient
2811,1243170,Patient
2812,1243181,Patient
2813,1243190,Patient
2814,1243193,Patient
2815,1243200,Patient
2816,1243202,Patient
2817,1243206,Patient
2818,1243215,Patient
2819,1243218,Patient
2820,1243222,Patient
2821,1243224,Patient
2822,1243246,Patient
2823,1243249,Patient
2824,1243250,Patient
2825,1243253,Patient
2826,1243255,Patient
2827,1243259,Patient
2828,1243263,Patient
2829,1243269,Patient
2830,1243272,Patient
2831,1243276,Patient
2832,1243283,Patient
2833,1243288,Patient
2834,1243296,Patient
2835,1243298,Patient
2836,1243303,Patient
2837,1243304,Patient
2838,1243311,Patient
2839,1243312,Patient
2840,1243328,Patient
2841,1243330,Patient
2842,1243333,Patient
2843,1243336,Patient
2844,1243339,Patient
2845,1243344,Patient
2846,1243345,Patient
2847,1243346,Patient
2848,1243351,Patient
2849,1243361,Patient
2850,1243365,Patient
2851,1243368,Patient
2852,1243370,Patient
2853,1243372,Patient
2854,1243377,Patient
2855,1243378,Patient
2856,1243384,Patient
2857,1243385,Patient
2858,1243386,Patient
2859,1243388,Patient
2860,1243396,Patient
2861,1243398,Patient
2862,1243405,Patient
2863,1243412,Patient
2864,1243415,Patient
2865,1243421,Patient
2866,1243430,Patient
2867,1243433,Patient
2868,1243436,Patient
2869,1243437,Patient
2870,1243446,Patient
2871,1243448,Patient
2872,1243450,Patient
2873,1243451,Patient
2874,1243452,Patient
2875,1243453,Patient
2876,1243463,Patient
2877,1243464,Patient
2878,1243471,Patient
2879,1243477,Patient
2880,1243489,Patient
2881,1243494,Patient
2882,1243501,Patient
2883,1243512,Patient
2884,1243516,Patient
2885,1243522,Patient
2886,1243533,Patient
2887,1243536,Patient
2888,1243540,Patient
2889,1243553,Patient
2890,1243557,Patient
2891,1243567,Patient
2892,1243572,Patient
2893,1243578,Patient
2894,1243580,Patient
2895,1243592,Patient
2896,1243602,Patient
2897,1243608,Patient
2898,1243610,Patient
2899,1243611,Patient
2900,1243613,Patient
2901,1243614,Patient
2902,1243615,Patient
2903,1243617,Patient
2904,1243621,Patient
2905,1243630,Patient
2906,1243633,Patient
2907,1243639,Patient
2908,1243640,Patient
2909,1243649,Patient
2910,1243654,Patient
2911,1243658,Patient
2912,1243661,Patient
2913,1243677,Patient
2914,1243680,Patient
2915,1243682,Patient
2916,1243688,Patient
2917,1243689,Patient
2918,1243691,Patient
2919,1243694,Patient
2920,1243702,Patient
2921,1243705,Patient
2922,1243709,Patient
2923,1243711,Patient
2924,1243714,Patient
2925,1243717,Patient
2926,1243721,Patient
2927,1243736,Patient
2928,1243742,Patient
2929,1243747,Patient
2930,1243748,Patient
2931,1243754,Patient
2932,1243755,Patient
2933,1243756,Patient
2934,1243757,Patient
2935,1243759,Patient
2936,1243761,Patient
2937,1243767,Patient
2938,1243776,Patient
2939,1243782,Patient
2940,1243786,Patient
2941,1243788,Patient
2942,1243797,Patient
2943,1243802,Patient
2944,1243807,Patient
2945,1243814,Patient
2946,1243816,Patient
2947,1243843,Patient
2948,1243845,Patient
2949,1243848,Patient
2950,1243860,Patient
2951,1243862,Patient
2952,1243867,Patient
2953,1243874,Patient
2954,1243875,Patient
2955,1243877,Patient
2956,1243879,Patient
2957,1243880,Patient
2958,1243894,Patient
2959,1243901,Patient
2960,1243907,Patient
2961,1243921,Patient
2962,1243924,Patient
2963,1243928,Patient
2964,1243933,Patient
2965,1243934,Patient
2966,1243935,Patient
2967,1243938,Patient
2968,1243941,Patient
2969,1243942,Patient
2970,1243943,Patient
2971,1243945,Patient
2972,1243950,Patient
2973,1243952,Patient
2974,1243959,Patient
2975,1243971,Patient
2976,1243978,Patient
2977,1243982,Patient
2978,1243984,Patient
2979,1244002,Patient
2980,1244006,Patient
2981,1244009,Patient
2982,1244011,Patient
2983,1244013,Patient
2984,1244017,Patient
2985,1244019,Patient
2986,1244025,Patient
2987,1244027,Patient
2988,1244032,Patient
2989,1244033,Patient
2990,1244035,Patient
2991,1244052,Patient
2992,1244054,Patient
2993,1244055,Patient
2994,1244056,Patient
2995,1244059,Patient
2996,1244066,Patient
2997,1244075,Patient
2998,1244078,Patient
2999,1244085,Patient
3000,1244089,Patient
3001,1244090,Patient
3002,1244093,Patient
3003,1244104,Patient
3004,1244106,Patient
3005,1244110,Patient
3006,1244116,Patient
3007,1244117,Patient
3008,1244119,Patient
3009,1244121,Patient
3010,1244123,Patient
3011,1244126,Patient
3012,1244131,Patient
3013,1244135,Patient
3014,1244136,Patient
3015,1244145,Patient
3016,1244146,Patient
3017,1244151,Patient
3018,1244165,Patient
3019,1244171,Patient
3020,1244173,Patient
3021,1244175,Patient
3022,1244179,Patient
3023,1244184,Patient
3024,1244186,Patient
3025,1244195,Patient
3026,1244204,Patient
3027,1244213,Patient
3028,1244219,Patient
3029,1244220,Patient
3030,1244223,Patient
3031,1244226,Patient
3032,1244238,Patient
3033,1244242,Patient
3034,1244253,Patient
3035,1244255,Patient
3036,1244256,Patient
3037,1244258,Patient
3038,1244270,Patient
3039,1244275,Patient
3040,1244277,Patient
3041,1244279,Patient
3042,1244281,Patient
3043,1244286,Patient
3044,1244288,Patient
3045,1244296,Patient
3046,1244299,Patient
3047,1244301,Patient
3048,1244306,Patient
3049,1244312,Patient
3050,1244317,Patient
3051,1244322,Patient
3052,1244325,Patient
3053,1244331,Patient
3054,1244336,Patient
3055,1244337,Patient
3056,1244347,Patient
3057,1244351,Patient
3058,1244360,Patient
3059,1244368,Patient
3060,1244372,Patient
3061,1244374,Patient
3062,1244381,Patient
3063,1244384,Patient
3064,1244388,Patient
3065,1244390,Patient
3066,1244391,Patient
3067,1244393,Patient
3068,1244395,Patient
3069,1244396,Patient
3070,1244397,Patient
3071,1244401,Patient
3072,1244405,Patient
3073,1244412,Patient
3074,1244416,Patient
3075,1244420,Patient
3076,1244426,Patient
3077,1244432,Patient
3078,1244441,Patient
3079,1244448,Patient
3080,1244455,Patient
3081,1244478,Patient
3082,1244482,Patient
3083,1244484,Patient
3084,1244485,Patient
3085,1244488,Patient
3086,1244491,Patient
3087,1244493,Patient
3088,1244495,Patient
3089,1244498,Patient
3090,1244499,Patient
3091,1244500,Patient
3092,1244508,Patient
3093,1244511,Patient
3094,1244517,Patient
3095,1244519,Patient
3096,1244526,Patient
3097,1244529,Patient
3098,1244530,Patient
3099,1244535,Patient
3100,1244536,Patient
3101,1244544,Patient
3102,1244548,Patient
3103,1244553,Patient
3104,1244554,Patient
3105,1244578,Patient
3106,1244579,Patient
3107,1244581,Patient
3108,1244583,Patient
3109,1244584,Patient
3110,1244588,Patient
3111,1244589,Patient
3112,1244592,Patient
3113,1244596,Patient
3114,1244599,Patient
3115,1244611,Patient
3116,1244616,Patient
3117,1244619,Patient
3118,1244621,Patient
3119,1244623,Patient
3120,1244624,Patient
3121,1244629,Patient
3122,1244635,Patient
3123,1244637,Patient
3124,1244641,Patient
3125,1244646,Patient
3126,1244654,Patient
3127,1244670,Patient
3128,1244671,Patient
3129,1244673,Patient
3130,1244676,Patient
3131,1244690,Patient
3132,1244694,Patient
3133,1244698,Patient
3134,1244700,Patient
3135,1244703,Patient
3136,1244709,Patient
3137,1244714,Patient
3138,1244725,Patient
3139,1244726,Patient
3140,1244729,Patient
3141,1244742,Patient
3142,1244750,Patient
3143,1244752,Patient
3144,1244754,Patient
3145,1244761,Patient
3146,1244769,Patient
3147,1244773,Patient
3148,1244775,Patient
3149,1244782,Patient
3150,1244789,Patient
3151,1244800,Patient
3152,1244806,Patient
3153,1244816,Patient
3154,1244824,Patient
3155,1244825,Patient
3156,1244828,Patient
3157,1244830,Patient
3158,1244833,Patient
3159,1244836,Patient
3160,1244847,Patient
3161,1244848,Patient
3162,1244850,Patient
3163,1244854,Patient
3164,1244858,Patient
3165,1244859,Patient
3166,1244878,Patient
3167,1244882,Patient
3168,1244890,Patient
3169,1244891,Patient
3170,1244895,Patient
3171,1244898,Patient
3172,1244901,Patient
3173,1244905,Patient
3174,1244907,Patient
3175,1244909,Patient
3176,1244915,Patient
3177,1244916,Patient
3178,1244921,Patient
3179,1244927,Patient
3180,1244929,Patient
3181,1244930,Patient
3182,1244937,Patient
3183,1244943,Patient
3184,1244955,Patient
3185,1244961,Patient
3186,1244973,Patient
3187,1244974,Patient
3188,1244975,Patient
3189,1244987,Patient
3190,1244998,Patient
3191,1245002,Patient
3192,1245011,Patient
3193,1245025,Patient
3194,1245034,Patient
3195,1245037,Patient
3196,1245044,Patient
3197,1245051,Patient
3198,1245055,Patient
3199,1245068,Patient
3200,1245076,Patient
3201,1245083,Patient
3202,1245097,Patient
3203,1245100,Patient
3204,1245104,Patient
3205,1245115,Patient
3206,1245122,Patient
3207,1245123,Patient
3208,1245127,Patient
3209,1245131,Patient
3210,1245145,Patient
3211,1245146,Patient
3212,1245151,Patient
3213,1245154,Patient
3214,1245157,Patient
3215,1245158,Patient
3216,1245166,Patient
3217,1245170,Patient
3218,1245175,Patient
3219,1245177,Patient
3220,1245184,Patient
3221,1245191,Patient
3222,1245195,Patient
3223,1245197,Patient
3224,1245218,Patient
3225,1245225,Patient
3226,1245239,Patient
3227,1245249,Patient
3228,1245254,Patient
3229,1245258,Patient
3230,1245259,Patient
3231,1245261,Patient
3232,1245266,Patient
3233,1245268,Patient
3234,1245272,Patient
3235,1245275,Patient
3236,1245277,Patient
3237,1245282,Patient
3238,1245287,Patient
3239,1245293,Patient
3240,1245295,Patient
3241,1245296,Patient
3242,1245301,Patient
3243,1245302,Patient
3244,1245306,Patient
3245,1245308,Patient
3246,1245321,Patient
3247,1245325,Patient
3248,1245328,Patient
3249,1245330,Patient
3250,1245331,Patient
3251,1245337,Patient
3252,1245344,Patient
3253,1245353,Patient
3254,1245356,Patient
3255,1245368,Patient
3256,1245370,Patient
3257,1245372,Patient
3258,1245374,Patient
3259,1245381,Patient
3260,1245386,Patient
3261,1245388,Patient
3262,1245390,Patient
3263,1245393,Patient
3264,1245395,Patient
3265,1245397,Patient
3266,1245398,Patient
3267,1245399,Patient
3268,1245406,Patient
3269,1245408,Patient
3270,1245420,Patient
3271,1245424,Patient
3272,1245430,Patient
3273,1245438,Patient
3274,1245439,Patient
3275,1245448,Patient
3276,1245450,Patient
3277,1245466,Patient
3278,1245480,Patient
3279,1245485,Patient
3280,1245486,Patient
3281,1245487,Patient
3282,1245495,Patient
3283,1245496,Patient
3284,1245504,Patient
3285,1245507,Patient
3286,1245508,Patient
3287,1245512,Patient
3288,1245513,Patient
3289,1245515,Patient
3290,1245516,Patient
3291,1245517,Patient
3292,1245521,Patient
3293,1245523,Patient
3294,1245524,Patient
3295,1245525,Patient
3296,1245536,Patient
3297,1245544,Patient
3298,1245547,Patient
3299,1245548,Patient
3300,1245565,Patient
3301,1245569,Patient
3302,1245595,Patient
3303,1245598,Patient
3304,1245602,Patient
3305,1245608,Patient
3306,1245616,Patient
3307,1245618,Patient
3308,1245619,Patient
3309,1245621,Patient
3310,1245624,Patient
3311,1245627,Patient
3312,1245629,Patient
3313,1245630,Patient
3314,1245632,Patient
3315,1245635,Patient
3316,1245640,Patient
3317,1245642,Patient
3318,1245647,Patient
3319,1245648,Patient
3320,1245655,Patient
3321,1245657,Patient
3322,1245661,Patient
3323,1245668,Patient
3324,1245670,Patient
3325,1245683,Patient
3326,1245686,Patient
3327,1245688,Patient
3328,1245714,Patient
3329,1245729,Patient
3330,1245734,Patient
3331,1245738,Patient
3332,1245740,Patient
3333,1245746,Patient
3334,1245748,Patient
3335,1245773,Patient
3336,1245780,Patient
3337,1245788,Patient
3338,1245796,Patient
3339,1245799,Patient
3340,1245804,Patient
3341,1245810,Patient
3342,1245816,Patient
3343,1245824,Patient
3344,1245835,Patient
3345,1245839,Patient
3346,1245845,Patient
3347,1245846,Patient
3348,1245848,Patient
3349,1245849,Patient
3350,1245862,Patient
3351,1245863,Patient
3352,1245865,Patient
3353,1245870,Patient
3354,1245871,Patient
3355,1245873,Patient
3356,1245885,Patient
3357,1245886,Patient
3358,1245889,Patient
3359,1245890,Patient
3360,1245898,Patient
3361,1245902,Patient
3362,1245909,Patient
3363,1245910,Patient
3364,1245911,Patient
3365,1245926,Patient
3366,1245936,Patient
3367,1245937,Patient
3368,1245942,Patient
3369,1245943,Patient
3370,1245947,Patient
3371,1245948,Patient
3372,1245968,Patient
3373,1245971,Patient
3374,1245972,Patient
3375,1245975,Patient
3376,1245981,Patient
3377,1245987,Patient
3378,1245988,Patient
3379,1245991,Patient
3380,1245994,Patient
3381,1245995,Patient
3382,1245996,Patient
3383,1245997,Patient
3384,1246000,Patient
3385,1246003,Patient
3386,1246005,Patient
3387,1246006,Patient
3388,1246009,Patient
3389,1246012,Patient
3390,1246013,Patient
3391,1246018,Patient
3392,1246030,Patient
3393,1246046,Patient
3394,1246060,Patient
3395,1246063,Patient
3396,1246064,Patient
3397,1246066,Patient
3398,1246067,Patient
3399,1246069,Patient
3400,1246072,Patient
3401,1246075,Patient
3402,1246076,Patient
3403,1246083,Patient
3404,1246089,Patient
3405,1246092,Patient
3406,1246095,Patient
3407,1246110,Patient
3408,1246113,Patient
3409,1246116,Patient
3410,1246117,Patient
3411,1246122,Patient
3412,1246123,Patient
3413,1246125,Patient
3414,1246130,Patient
3415,1246134,Patient
3416,1246135,Patient
3417,1246137,Patient
3418,1246140,Patient
3419,1246143,Patient
3420,1246146,Patient
3421,1246154,Patient
3422,1246161,Patient
3423,1246163,Patient
3424,1246169,Patient
3425,1246171,Patient
3426,1246172,Patient
3427,1246177,Patient
3428,1246183,Patient
3429,1246194,Patient
3430,1246198,Patient
3431,1246207,Patient
3432,1246209,Patient
3433,1246210,Patient
3434,1246211,Patient
3435,1246217,Patient
3436,1246219,Patient
3437,1246231,Patient
3438,1246236,Patient
3439,1246239,Patient
3440,1246248,Patient
3441,1246255,Patient
3442,1246267,Patient
3443,1246273,Patient
3444,1246281,Patient
3445,1246284,Patient
3446,1246288,Patient
3447,1246290,Patient
3448,1246293,Patient
3449,1246296,Patient
3450,1246302,Patient
3451,1246307,Patient
3452,1246316,Patient
3453,1246321,Patient
3454,1246323,Patient
3455,1246324,Patient
3456,1246335,Patient
3457,1246339,Patient
3458,1246345,Patient
3459,1246351,Patient
3460,1246354,Patient
3461,1246355,Patient
3462,1246390,Patient
3463,1246400,Patient
3464,1246405,Patient
3465,1246406,Patient
3466,1246413,Patient
3467,1246419,Patient
3468,1246426,Patient
3469,1246429,Patient
3470,1246431,Patient
3471,1246432,Patient
3472,1246438,Patient
3473,1246442,Patient
3474,1246448,Patient
3475,1246450,Patient
3476,1246452,Patient
3477,1246454,Patient
3478,1246455,Patient
3479,1246465,Patient
3480,1246489,Patient
3481,1246497,Patient
3482,1246501,Patient
3483,1246504,Patient
3484,1246506,Patient
3485,1246510,Patient
3486,1246512,Patient
3487,1246515,Patient
3488,1246518,Patient
3489,1246520,Patient
3490,1246523,Patient
3491,1246527,Patient
3492,1246529,Patient
3493,1246530,Patient
3494,1246531,Patient
3495,1246533,Patient
3496,1246549,Patient
3497,1246550,Patient
3498,1246554,Patient
3499,1246566,Patient
3500,1246570,Patient
3501,1246577,Patient
3502,1246583,Patient
3503,1246585,Patient
3504,1246587,Patient
3505,1246603,Patient
3506,1246608,Patient
3507,1246612,Patient
3508,1246621,Patient
3509,1246623,Patient
3510,1246624,Patient
3511,1246634,Patient
3512,1246636,Patient
3513,1246640,Patient
3514,1246646,Patient
3515,1246649,Patient
3516,1246650,Patient
3517,1246652,Patient
3518,1246661,Patient
3519,1246663,Patient
3520,1246671,Patient
